year,artist,track,time,genre,week,rank,date
2000,Stone Temple Pilots,Sour Girl,04:16,Rock,1,79,08/07/2000
2000,matchbox twenty,Bent,04:12,Rock,11,8,08/07/2000
2000,"Chesney, Kenny",What I Need To Do,04:05,Country,15,80,08/07/2000
2000,Mya,The Best Of Me,04:12,Rock,13,81,08/07/2000
2000,M2M,Mirror Mirror,03:19,Pop,15,82,08/07/2000
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58,Country,5,83,08/07/2000
2000,"Rogers, Kenny",Buy Me A Rose,03:46,Country,18,84,08/07/2000
2000,"Carter, Torrey",Take That,03:43,Rock,3,86,08/07/2000
2000,Trick Daddy,Shut Up,04:17,Rap,8,87,08/07/2000
2000,Big Punisher,It's So Hard,03:25,Rap,12,88,08/07/2000
2000,"John, Elton",Someday Out Of The Blue,04:41,Rock,12,89,08/07/2000
2000,Creed,Higher,05:16,Rock,44,9,08/07/2000
2000,Nu Flavor,3 Little Words,03:54,R&B,6,90,08/07/2000
2000,Before Dark,Monica,04:04,Rock,8,91,08/07/2000
2000,"Worley, Darryl",When You Need My Love,03:35,Country,4,92,08/07/2000
2000,"Adkins, Trace",More,03:05,Country,11,92,08/07/2000
2000,"Vassar, Phil",Carlene,04:07,Country,19,93,08/07/2000
2000,SoulDecision,Faded,03:25,Rock,1,94,08/07/2000
2000,DMX,What You Want,04:05,Rap,2,95,08/07/2000
2000,Nas,You Owe Me,03:51,R&B,16,96,08/07/2000
2000,A*Teens,Dancing Queen,03:44,Pop,1,97,08/07/2000
2000,Madison Avenue,Don't Call Me Baby,03:44,Electronica,1,98,08/07/2000
2000,"Eastsidaz, The",Got Beef,03:58,Rap,2,99,08/07/2000
2000,Vertical Horizon,Everything You Want,04:01,Rock,26,1,15/07/2000
2000,Pink,There U Go,03:23,Rock,20,10,15/07/2000
2000,Before Dark,Monica,04:04,Rock,9,100,15/07/2000
2000,Nine Days,Absolutely (Story Of A Girl),03:09,Rock,11,11,15/07/2000
2000,"Anthony, Marc",You Sang To Me,03:50,Latin,21,12,15/07/2000
2000,"Hill, Faith",Breathe,04:04,Rap,37,13,15/07/2000
2000,"Braxton, Toni",He Wasn't Man Enough,04:21,Rock,18,14,15/07/2000
2000,BBMak,Back Here,03:35,Rock,12,15,15/07/2000
2000,"Gray, Macy",I Try,03:52,Rock,22,16,15/07/2000
2000,"Spears, Britney",Oops!.. I Did It Again,03:30,Rock,13,17,15/07/2000
2000,Destiny's Child,Jumpin' Jumpin',03:48,Rock,10,18,15/07/2000
2000,Ruff Endz,No More,03:56,Rock,3,19,15/07/2000
2000,Aaliyah,Try Again,04:03,Rock,18,2,15/07/2000
2000,Jay-Z,Big Pimpin',03:55,Rap,13,20,15/07/2000
2000,Sting,Desert Rose,03:52,Rock,10,21,15/07/2000
2000,Next,Wifey,04:03,Rock,8,22,15/07/2000
2000,Jagged Edge,Let's Get Married,04:23,Rock,11,23,15/07/2000
2000,Sisqo,Thong Song,04:05,Rock,25,24,15/07/2000
2000,Westlife,Swear It Again,04:07,Rock,16,25,15/07/2000
2000,Santana,"Maria, Maria",04:18,Rock,23,26,15/07/2000
2000,Dr. Dre,The Next Episode,02:38,Rap,8,27,15/07/2000
2000,Avant,Separated,04:13,Rock,12,28,15/07/2000
2000,Janet,Doesn't Really Matter,04:17,Rock,5,29,15/07/2000
2000,"Iglesias, Enrique",Be With You,03:36,Latin,16,3,15/07/2000
2000,Nelly,(Hot S**t) Country Grammar,04:17,Rap,12,30,15/07/2000
2000,"Brock, Chad",Yes!,03:22,Country,15,31,15/07/2000
2000,Lonestar,Amazed,04:25,Country,59,32,15/07/2000
2000,Son By Four,A Puro Dolor (Purest Of Pain),03:30,Latin,15,35,15/07/2000
2000,"Jones, Donell",Where I Wanna Be,06:22,Rock,13,36,15/07/2000
2000,Destiny's Child,Say My Name,04:31,Rock,30,37,15/07/2000
2000,3 Doors Down,Kryptonite,03:53,Rock,15,38,15/07/2000
2000,No Doubt,Simple Kind Of Life,04:11,Rock,3,39,15/07/2000
2000,Joe,I Wanna Know,04:57,Rock,29,4,15/07/2000
2000,Lucy Pearl,Dance Tonight,03:45,R&B,9,40,15/07/2000
2000,Da Brat,What'Chu Like,03:57,Rap,7,41,15/07/2000
2000,"Thomas, Carl",I Wish,03:50,Rock,17,42,15/07/2000
2000,DMX,Party Up (Up In Here),03:45,Rap,21,43,15/07/2000
2000,"Simpson, Jessica",I Think I'm In Love With You,03:32,Pop,3,44,15/07/2000
2000,"Moore, Mandy",I Wanna Be With You,04:12,Pop,5,45,15/07/2000
2000,Goo Goo Dolls,Broadway,03:54,Rock,13,46,15/07/2000
2000,"Backstreet Boys, The",The One,03:46,Rock,8,47,15/07/2000
2000,Savage Garden,Crash And Burn,04:41,Rock,15,48,15/07/2000
2000,Rascal Flatts,Prayin' For Daylight,03:36,Country,11,49,15/07/2000
2000,N'Sync,It's Gonna Be Me,03:10,Rock,11,5,15/07/2000
2000,Lonestar,What About Now,03:30,Country,6,50,15/07/2000
2000,"Davidson, Clay",Unconditional,03:56,Country,17,51,15/07/2000
2000,"Fabian, Lara",I Will Love Again,03:43,Pop,6,52,15/07/2000
2000,"Rimes, LeAnn",I Need You,03:42,Country,8,53,15/07/2000
2000,"Messina, Jo Dee",That's The Way,03:17,Country,4,54,15/07/2000
2000,"McEntire, Reba",I'll Be,04:23,Country,10,55,15/07/2000
2000,Ideal,Whatever,03:48,R&B,6,56,15/07/2000
2000,Alice Deejay,Better Off Alone,06:50,Electronica,15,57,15/07/2000
2000,"McGraw, Tim",Some Things Never Change,03:56,Country,10,58,15/07/2000
2000,"Houston, Whitney",Could I Have This Kiss Forever,03:54,Rock,5,59,15/07/2000
2000,matchbox twenty,Bent,04:12,Rock,12,6,15/07/2000
2000,"Heatherly, Eric",Flowers On The Wall,03:16,Country,12,60,15/07/2000
2000,Sisqo,Incomplete,03:52,Rock,4,61,15/07/2000
2000,"Carey, Mariah",Crybaby,05:19,Rock,4,62,15/07/2000
2000,"Jackson, Alan",It Must Be Love,02:53,Country,4,63,15/07/2000
2000,Splender,I Think God Can Explain,03:55,R&B,6,64,15/07/2000
2000,"Gilman, Billy",One Voice,04:07,Country,5,65,15/07/2000
2000,"Raye, Collin",Couldn't Last A Moment,03:40,Country,18,66,15/07/2000
2000,"Walker, Clay",The Chain Of Love,05:03,Country,14,68,15/07/2000
2000,Everclear,Wonderful,04:30,Rock,2,69,15/07/2000
2000,"Aguilera, Christina",I Turn To You,04:00,Rock,14,7,15/07/2000
2000,"Houston, Whitney","Same Script, Different Cast",04:45,Rock,5,70,15/07/2000
2000,Mary Mary,Shackles (Praise You),03:12,Rock,17,71,15/07/2000
2000,"Dixie Chicks, The",Cold Day In July,05:12,Country,4,72,15/07/2000
2000,"Henley, Don",Taking You Home,04:08,Rock,4,73,15/07/2000
2000,Creed,With Arms Wide Open,03:52,Rock,10,74,15/07/2000
2000,Sister Hazel,Change Your Mind,04:02,Rock,1,75,15/07/2000
2000,504 Boyz,Wobble Wobble,03:35,Rap,14,76,15/07/2000
2000,"Griggs, Andy",She's More,03:19,Country,19,77,15/07/2000
2000,SheDaisy,I Will.. But,03:40,Country,1,78,15/07/2000
2000,Stone Temple Pilots,Sour Girl,04:16,Rock,2,79,15/07/2000
2000,Eminem,The Real Slim Shady,04:42,Rap,11,8,15/07/2000
2000,Lil' Kim,No Matter What They Say,04:12,Rap,1,80,15/07/2000
2000,"Urban, Keith",Your Everything,04:10,Country,1,81,15/07/2000
2000,"Price, Kelly",As We Lay,06:20,Rock,1,82,15/07/2000
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58,Country,6,83,15/07/2000
2000,Metallica,I Disappear,04:26,Rock,10,84,15/07/2000
2000,"Worley, Darryl",When You Need My Love,03:35,Country,5,85,15/07/2000
2000,Mya,The Best Of Me,04:12,Rock,14,86,15/07/2000
2000,M2M,Mirror Mirror,03:19,Pop,16,87,15/07/2000
2000,"Rogers, Kenny",Buy Me A Rose,03:46,Country,19,88,15/07/2000
2000,Eve,Got It All,03:48,Rap,1,89,15/07/2000
2000,Creed,Higher,05:16,Rock,45,9,15/07/2000
2000,SoulDecision,Faded,03:25,Rock,2,90,15/07/2000
2000,"Carter, Torrey",Take That,03:43,Rock,4,91,15/07/2000
2000,Trick Daddy,Shut Up,04:17,Rap,9,92,15/07/2000
2000,"Chesney, Kenny",What I Need To Do,04:05,Country,16,93,15/07/2000
2000,Big Punisher,It's So Hard,03:25,Rap,13,94,15/07/2000
2000,DMX,What You Want,04:05,Rap,3,95,15/07/2000
2000,Madison Avenue,Don't Call Me Baby,03:44,Electronica,2,96,15/07/2000
2000,A*Teens,Dancing Queen,03:44,Pop,2,97,15/07/2000
2000,"John, Elton",Someday Out Of The Blue,04:41,Rock,13,98,15/07/2000
2000,Nu Flavor,3 Little Words,03:54,R&B,7,99,15/07/2000
2000,matchbox twenty,Bent,04:12,Rock,13,1,22/07/2000
2000,"Aguilera, Christina",I Turn To You,04:00,Rock,15,10,22/07/2000
2000,"Iglesias, Enrique",Be With You,03:36,Latin,17,11,22/07/2000
2000,"Braxton, Toni",He Wasn't Man Enough,04:21,Rock,19,12,22/07/2000
2000,Destiny's Child,Jumpin' Jumpin',03:48,Rock,11,13,22/07/2000
2000,"Hill, Faith",Breathe,04:04,Rap,38,14,22/07/2000
2000,Jagged Edge,Let's Get Married,04:23,Rock,12,15,22/07/2000
2000,"Anthony, Marc",You Sang To Me,03:50,Latin,22,16,22/07/2000
2000,Ruff Endz,No More,03:56,Rock,4,17,22/07/2000
2000,BBMak,Back Here,03:35,Rock,13,18,22/07/2000
2000,Sting,Desert Rose,03:52,Rock,11,19,22/07/2000
2000,Vertical Horizon,Everything You Want,04:01,Rock,27,2,22/07/2000
2000,Jay-Z,Big Pimpin',03:55,Rap,14,20,22/07/2000
2000,"Gray, Macy",I Try,03:52,Rock,23,21,22/07/2000
2000,Janet,Doesn't Really Matter,04:17,Rock,6,22,22/07/2000
2000,Nelly,(Hot S**t) Country Grammar,04:17,Rap,13,23,22/07/2000
2000,"Spears, Britney",Oops!.. I Did It Again,03:30,Rock,14,24,22/07/2000
2000,Next,Wifey,04:03,Rock,9,25,22/07/2000
2000,Dr. Dre,The Next Episode,02:38,Rap,9,26,22/07/2000
2000,Avant,Separated,04:13,Rock,13,27,22/07/2000
2000,3 Doors Down,Kryptonite,03:53,Rock,16,28,22/07/2000
2000,"Simpson, Jessica",I Think I'm In Love With You,03:32,Pop,4,29,22/07/2000
2000,Aaliyah,Try Again,04:03,Rock,19,3,22/07/2000
2000,Westlife,Swear It Again,04:07,Rock,17,30,22/07/2000
2000,Sisqo,Thong Song,04:05,Rock,26,31,22/07/2000
2000,Son By Four,A Puro Dolor (Purest Of Pain),03:30,Latin,16,32,22/07/2000
2000,Da Brat,What'Chu Like,03:57,Rap,8,33,22/07/2000
2000,"Jones, Donell",Where I Wanna Be,06:22,Rock,14,34,22/07/2000
2000,Santana,"Maria, Maria",04:18,Rock,24,36,22/07/2000
2000,Lonestar,Amazed,04:25,Country,60,37,22/07/2000
2000,No Doubt,Simple Kind Of Life,04:11,Rock,4,38,22/07/2000
2000,"Brock, Chad",Yes!,03:22,Country,16,39,22/07/2000
2000,N'Sync,It's Gonna Be Me,03:10,Rock,12,4,22/07/2000
2000,Lucy Pearl,Dance Tonight,03:45,R&B,10,40,22/07/2000
2000,"Moore, Mandy",I Wanna Be With You,04:12,Pop,6,42,22/07/2000
2000,Destiny's Child,Say My Name,04:31,Rock,31,43,22/07/2000
2000,"Thomas, Carl",I Wish,03:50,Rock,18,44,22/07/2000
2000,"Fabian, Lara",I Will Love Again,03:43,Pop,7,45,22/07/2000
2000,Rascal Flatts,Prayin' For Daylight,03:36,Country,12,46,22/07/2000
2000,Lonestar,What About Now,03:30,Country,7,47,22/07/2000
2000,Goo Goo Dolls,Broadway,03:54,Rock,14,48,22/07/2000
2000,Savage Garden,Crash And Burn,04:41,Rock,16,49,22/07/2000
2000,Joe,I Wanna Know,04:57,Rock,30,5,22/07/2000
2000,"Messina, Jo Dee",That's The Way,03:17,Country,5,50,22/07/2000
2000,"Rimes, LeAnn",I Need You,03:42,Country,9,51,22/07/2000
2000,"McEntire, Reba",I'll Be,04:23,Country,11,52,22/07/2000
2000,Everclear,Wonderful,04:30,Rock,3,53,22/07/2000
2000,Ideal,Whatever,03:48,R&B,7,54,22/07/2000
2000,"Backstreet Boys, The",The One,03:46,Rock,9,55,22/07/2000
2000,"Gilman, Billy",One Voice,04:07,Country,6,56,22/07/2000
2000,"Jackson, Alan",It Must Be Love,02:53,Country,5,57,22/07/2000
2000,"McGraw, Tim",Some Things Never Change,03:56,Country,11,58,22/07/2000
2000,"Houston, Whitney",Could I Have This Kiss Forever,03:54,Rock,6,59,22/07/2000
2000,Nine Days,Absolutely (Story Of A Girl),03:09,Rock,12,6,22/07/2000
2000,"Heatherly, Eric",Flowers On The Wall,03:16,Country,13,60,22/07/2000
2000,Sisqo,Incomplete,03:52,Rock,5,61,22/07/2000
2000,"Davidson, Clay",Unconditional,03:56,Country,18,62,22/07/2000
2000,Alice Deejay,Better Off Alone,06:50,Electronica,16,63,22/07/2000
2000,Splender,I Think God Can Explain,03:55,R&B,7,65,22/07/2000
2000,"Henley, Don",Taking You Home,04:08,Rock,5,66,22/07/2000
2000,Sister Hazel,Change Your Mind,04:02,Rock,2,67,22/07/2000
2000,"Dixie Chicks, The",Cold Day In July,05:12,Country,5,68,22/07/2000
2000,"Price, Kelly",As We Lay,06:20,Rock,2,69,22/07/2000
2000,Creed,Higher,05:16,Rock,46,7,22/07/2000
2000,Creed,With Arms Wide Open,03:52,Rock,11,70,22/07/2000
2000,"Walker, Clay",The Chain Of Love,05:03,Country,15,71,22/07/2000
2000,Lil' Kim,No Matter What They Say,04:12,Rap,2,72,22/07/2000
2000,"Raye, Collin",Couldn't Last A Moment,03:40,Country,19,73,22/07/2000
2000,SheDaisy,I Will.. But,03:40,Country,2,74,22/07/2000
2000,"Houston, Whitney","Same Script, Different Cast",04:45,Rock,6,75,22/07/2000
2000,Mary Mary,Shackles (Praise You),03:12,Rock,18,76,22/07/2000
2000,"Carey, Mariah",Crybaby,05:19,Rock,5,77,22/07/2000
2000,504 Boyz,Wobble Wobble,03:35,Rap,15,78,22/07/2000
2000,Stone Temple Pilots,Sour Girl,04:16,Rock,3,79,22/07/2000
2000,Pink,There U Go,03:23,Rock,21,8,22/07/2000
2000,"Urban, Keith",Your Everything,04:10,Country,2,80,22/07/2000
2000,SoulDecision,Faded,03:25,Rock,3,81,22/07/2000
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58,Country,7,82,22/07/2000
2000,Metallica,I Disappear,04:26,Rock,11,83,22/07/2000
2000,"Worley, Darryl",When You Need My Love,03:35,Country,6,85,22/07/2000
2000,"Griggs, Andy",She's More,03:19,Country,20,85,22/07/2000
2000,Mya,The Best Of Me,04:12,Rock,15,86,22/07/2000
2000,DMX,What You Want,04:05,Rap,4,87,22/07/2000
2000,Eve,Got It All,03:48,Rap,2,88,22/07/2000
2000,"Carter, Torrey",Take That,03:43,Rock,5,89,22/07/2000
2000,Eminem,The Real Slim Shady,04:42,Rap,12,9,22/07/2000
2000,M2M,Mirror Mirror,03:19,Pop,17,90,22/07/2000
2000,"Rogers, Kenny",Buy Me A Rose,03:46,Country,20,91,22/07/2000
2000,Trick Daddy,Shut Up,04:17,Rap,10,92,22/07/2000
2000,Madison Avenue,Don't Call Me Baby,03:44,Electronica,3,93,22/07/2000
2000,"John, Elton",Someday Out Of The Blue,04:41,Rock,14,94,22/07/2000
2000,"Chesney, Kenny",What I Need To Do,04:05,Country,17,95,22/07/2000
2000,A*Teens,Dancing Queen,03:44,Pop,3,96,22/07/2000
2000,Nu Flavor,3 Little Words,03:54,R&B,8,97,22/07/2000
2000,Big Punisher,It's So Hard,03:25,Rap,14,98,22/07/2000
2000,Baha Men,Who Let The Dogs Out,03:17,R&B,1,99,22/07/2000
2000,N'Sync,It's Gonna Be Me,03:10,Rock,13,1,29/07/2000
2000,"Braxton, Toni",He Wasn't Man Enough,04:21,Rock,20,10,29/07/2000
2000,Big Punisher,It's So Hard,03:25,Rap,15,100,29/07/2000
2000,Jagged Edge,Let's Get Married,04:23,Rock,13,11,29/07/2000
2000,Ruff Endz,No More,03:56,Rock,5,12,29/07/2000
2000,BBMak,Back Here,03:35,Rock,14,13,29/07/2000
2000,"Iglesias, Enrique",Be With You,03:36,Latin,18,14,29/07/2000
2000,Janet,Doesn't Really Matter,04:17,Rock,7,15,29/07/2000
2000,Eminem,The Real Slim Shady,04:42,Rap,13,16,29/07/2000
2000,"Aguilera, Christina",I Turn To You,04:00,Rock,16,17,29/07/2000
2000,"Hill, Faith",Breathe,04:04,Rap,39,18,29/07/2000
2000,Sting,Desert Rose,03:52,Rock,12,19,29/07/2000
2000,matchbox twenty,Bent,04:12,Rock,14,2,29/07/2000
2000,"Anthony, Marc",You Sang To Me,03:50,Latin,23,20,29/07/2000
2000,Nelly,(Hot S**t) Country Grammar,04:17,Rap,14,21,29/07/2000
2000,3 Doors Down,Kryptonite,03:53,Rock,17,22,29/07/2000
2000,Dr. Dre,The Next Episode,02:38,Rap,10,23,29/07/2000
2000,Next,Wifey,04:03,Rock,10,24,29/07/2000
2000,"Simpson, Jessica",I Think I'm In Love With You,03:32,Pop,5,25,29/07/2000
2000,Jay-Z,Big Pimpin',03:55,Rap,15,26,29/07/2000
2000,"Gray, Macy",I Try,03:52,Rock,24,27,29/07/2000
2000,Da Brat,What'Chu Like,03:57,Rap,9,28,29/07/2000
2000,Avant,Separated,04:13,Rock,14,29,29/07/2000
2000,Vertical Horizon,Everything You Want,04:01,Rock,28,3,29/07/2000
2000,Son By Four,A Puro Dolor (Purest Of Pain),03:30,Latin,17,30,29/07/2000
2000,"Moore, Mandy",I Wanna Be With You,04:12,Pop,7,31,29/07/2000
2000,Westlife,Swear It Again,04:07,Rock,18,33,29/07/2000
2000,"Jones, Donell",Where I Wanna Be,06:22,Rock,15,34,29/07/2000
2000,"Spears, Britney",Oops!.. I Did It Again,03:30,Rock,15,35,29/07/2000
2000,Lucy Pearl,Dance Tonight,03:45,R&B,11,36,29/07/2000
2000,Everclear,Wonderful,04:30,Rock,4,37,29/07/2000
2000,No Doubt,Simple Kind Of Life,04:11,Rock,5,38,29/07/2000
2000,Lonestar,What About Now,03:30,Country,8,39,29/07/2000
2000,Aaliyah,Try Again,04:03,Rock,20,4,29/07/2000
2000,"Fabian, Lara",I Will Love Again,03:43,Pop,8,40,29/07/2000
2000,Lonestar,Amazed,04:25,Country,61,42,29/07/2000
2000,Sisqo,Thong Song,04:05,Rock,27,43,29/07/2000
2000,"Messina, Jo Dee",That's The Way,03:17,Country,6,44,29/07/2000
2000,"Brock, Chad",Yes!,03:22,Country,17,45,29/07/2000
2000,Rascal Flatts,Prayin' For Daylight,03:36,Country,13,46,29/07/2000
2000,Destiny's Child,Say My Name,04:31,Rock,32,47,29/07/2000
2000,Santana,"Maria, Maria",04:18,Rock,25,48,29/07/2000
2000,"Jackson, Alan",It Must Be Love,02:53,Country,6,49,29/07/2000
2000,Joe,I Wanna Know,04:57,Rock,31,5,29/07/2000
2000,"Rimes, LeAnn",I Need You,03:42,Country,10,50,29/07/2000
2000,"McEntire, Reba",I'll Be,04:23,Country,12,51,29/07/2000
2000,"Thomas, Carl",I Wish,03:50,Rock,19,52,29/07/2000
2000,"Heatherly, Eric",Flowers On The Wall,03:16,Country,14,53,29/07/2000
2000,Ideal,Whatever,03:48,R&B,8,54,29/07/2000
2000,Sisqo,Incomplete,03:52,Rock,6,55,29/07/2000
2000,"Gilman, Billy",One Voice,04:07,Country,7,56,29/07/2000
2000,Goo Goo Dolls,Broadway,03:54,Rock,15,57,29/07/2000
2000,Savage Garden,Crash And Burn,04:41,Rock,17,58,29/07/2000
2000,"McGraw, Tim",Some Things Never Change,03:56,Country,12,59,29/07/2000
2000,Nine Days,Absolutely (Story Of A Girl),03:09,Rock,13,6,29/07/2000
2000,"Houston, Whitney",Could I Have This Kiss Forever,03:54,Rock,7,60,29/07/2000
2000,"Backstreet Boys, The",The One,03:46,Rock,10,61,29/07/2000
2000,"Henley, Don",Taking You Home,04:08,Rock,6,62,29/07/2000
2000,"Davidson, Clay",Unconditional,03:56,Country,19,63,29/07/2000
2000,SoulDecision,Faded,03:25,Rock,4,64,29/07/2000
2000,Alice Deejay,Better Off Alone,06:50,Electronica,17,65,29/07/2000
2000,Sister Hazel,Change Your Mind,04:02,Rock,3,66,29/07/2000
2000,Lil' Kim,No Matter What They Say,04:12,Rap,3,67,29/07/2000
2000,"Dixie Chicks, The",Cold Day In July,05:12,Country,6,68,29/07/2000
2000,"Price, Kelly",As We Lay,06:20,Rock,3,69,29/07/2000
2000,Creed,Higher,05:16,Rock,47,7,29/07/2000
2000,SheDaisy,I Will.. But,03:40,Country,3,70,29/07/2000
2000,Splender,I Think God Can Explain,03:55,R&B,8,71,29/07/2000
2000,Red Hot Chili Peppers,Californication,05:21,Rock,1,72,29/07/2000
2000,"Urban, Keith",Your Everything,04:10,Country,3,73,29/07/2000
2000,Brooks & Dunn,You'll Always Be Loved By Me,02:58,Country,8,74,29/07/2000
2000,Papa Roach,Last Resort,03:19,Rock,1,75,29/07/2000
2000,"Braxton, Toni",Just Be A Man About It,04:10,Rock,1,76,29/07/2000
2000,"Houston, Whitney","Same Script, Different Cast",04:45,Rock,7,77,29/07/2000
2000,Stone Temple Pilots,Sour Girl,04:16,Rock,4,78,29/07/2000
2000,Creed,With Arms Wide Open,03:52,Rock,12,79,29/07/2000
2000,Destiny's Child,Jumpin' Jumpin',03:48,Rock,12,8,29/07/2000
2000,"Walker, Clay",The Chain Of Love,05:03,Country,16,81,29/07/2000
2000,Metallica,I Disappear,04:26,Rock,12,82,29/07/2000
2000,Lil' Zane,Callin' Me,03:43,Rap,1,83,29/07/2000
2000,"Worley, Darryl",When You Need My Love,03:35,Country,7,84,29/07/2000
2000,Mary Mary,Shackles (Praise You),03:12,Rock,19,84,29/07/2000
2000,504 Boyz,Wobble Wobble,03:35,Rap,16,85,29/07/2000
2000,DMX,What You Want,04:05,Rap,5,86,29/07/2000
2000,"Carter, Torrey",Take That,03:43,Rock,6,87,29/07/2000
2000,Eve,Got It All,03:48,Rap,3,88,29/07/2000
2000,"Raye, Collin",Couldn't Last A Moment,03:40,Country,20,89,29/07/2000
2000,Pink,There U Go,03:23,Rock,22,9,29/07/2000
2000,"Carey, Mariah",Crybaby,05:19,Rock,6,90,29/07/2000
2000,Baha Men,Who Let The Dogs Out,03:17,R&B,2,92,29/07/2000
2000,Madison Avenue,Don't Call Me Baby,03:44,Electronica,4,93,29/07/2000
2000,Mya,The Best Of Me,04:12,Rock,16,94,29/07/2000
2000,A*Teens,Dancing Queen,03:44,Pop,4,95,29/07/2000
2000,M2M,Mirror Mirror,03:19,Pop,18,96,29/07/2000
2000,Trick Daddy,Shut Up,04:17,Rap,11,97,29/07/2000
2000,Nu Flavor,3 Little Words,03:54,R&B,9,98,29/07/2000
2000,"John, Elton",Someday Out Of The Blue,04:41,Rock,15,99,29/07/2000
2000,N'Sync,It's Gonna Be Me,03:10,Rock,14,1,05/08/2000
2000,Janet,Doesn't Really Matter,04:17,Rock,8,10,05/08/2000
2000,A*Teens,Dancing Queen,03:44,Pop,5,100,05/08/2000
2000,"Braxton, Toni",He Wasn't Man Enough,04:21,Rock,21,11,05/08/2000
2000,Pink,There U Go,03:23,Rock,23,12,05/08/2000
2000,"Rimes, LeAnn",I Need You,03:42,Country,11,13,05/08/2000
2000,Jagged Edge,Let's Get Married,04:23,Rock,14,14,05/08/2000
2000,Ruff Endz,No More,03:56,Rock,6,15,05/08/2000
2000,BBMak,Back Here,03:35,Rock,15,16,05/08/2000
2000,Nelly,(Hot S**t) Country Grammar,04:17,Rap,15,17,05/08/2000
2000,3 Doors Down,Kryptonite,03:53,Rock,18,18,05/08/2000
2000,Sting,Desert Rose,03:52,Rock,13,19,05/08/2000
2000,Sisqo,Incomplete,03:52,Rock,7,2,05/08/2000
2000,"Anthony, Marc",You Sang To Me,03:50,Latin,24,20,05/08/2000
2000,Next,Wifey,04:03,Rock,11,21,05/08/2000
2000,"Hill, Faith",Breathe,04:04,Rap,40,22,05/08/2000
2000,"Simpson, Jessica",I Think I'm In Love With You,03:32,Pop,6,23,05/08/2000
2000,"Iglesias, Enrique",Be With You,03:36,Latin,19,24,05/08/2000
2000,"Aguilera, Christina",I Turn To You,04:00,Rock,17,25,05/08/2000
2000,Dr. Dre,The Next Episode,02:38,Rap,11,26,05/08/2000
2000,Avant,Separated,04:13,Rock,15,27,05/08/2000
2000,"Moore, Mandy",I Wanna Be With You,04:12,Pop,8,28,05/08/2000
2000,Jay-Z,Big Pimpin',03:55,Rap,16,29,05/08/2000
2000,matchbox twenty,Bent,04:12,Rock,15,3,05/08/2000
2000,Eminem,The Real Slim Shady,04:42,Rap,14,30,05/08/2000
2000,Da Brat,What'Chu Like,03:57,Rap,10,31,05/08/2000
2000,Son By Four,A Puro Dolor (Purest Of Pain),03:30,Latin,18,32,05/08/2000
2000,Everclear,Wonderful,04:30,Rock,5,33,05/08/2000
2000,"Gray, Macy",I Try,03:52,Rock,25,34,05/08/2000
2000,"Fabian, Lara",I Will Love Again,03:43,Pop,9,36,05/08/2000
2000,Lonestar,What About Now,03:30,Country,9,37,05/08/2000
2000,"Messina, Jo Dee",That's The Way,03:17,Country,7,38,05/08/2000
2000,Vertical Horizon,Everything You Want,04:01,Rock,29,4,05/08/2000
2000,"Jones, Donell",Where I Wanna Be,06:22,Rock,16,40,05/08/2000
2000,Rascal Flatts,Prayin' For Daylight,03:36,Country,14,41,05/08/2000
2000,Lonestar,Amazed,04:25,Country,62,42,05/08/2000
2000,Lucy Pearl,Dance Tonight,03:45,R&B,12,43,05/08/2000
2000,"Jackson, Alan",It Must Be Love,02:53,Country,7,44,05/08/2000
2000,Westlife,Swear It Again,04:07,Rock,19,45,05/08/2000
2000,Sisqo,Thong Song,04:05,Rock,28,46,05/08/2000
2000,Santana,"Maria, Maria",04:18,Rock,26,47,05/08/2000
2000,No Doubt,Simple Kind Of Life,04:11,Rock,6,48,05/08/2000
2000,"Spears, Britney",Oops!.. I Did It Again,03:30,Rock,16,49,05/08/2000
2000,Aaliyah,Try Again,04:03,Rock,21,5,05/08/2000
2000,"Brock, Chad",Yes!,03:22,Country,18,50,05/08/2000
2000,"Heatherly, Eric",Flowers On The Wall,03:16,Country,15,51,05/08/2000
2000,"Houston, Whitney",Could I Have This Kiss Forever,03:54,Rock,8,52,05/08/2000
2000,"McEntire, Reba",I'll Be,04:23,Country,13,53,05/08/2000
2000,Ideal,Whatever,03:48,R&B,9,54,05/08/2000
2000,"Gilman, Billy",One Voice,04:07,Country,8,55,05/08/2000
2000,SoulDecision,Faded,03:25,Rock,5,56,05/08/2000
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),03:38,Rock,1,57,05/08/2000
2000,"Henley, Don",Taking You Home,04:08,Rock,7,58,05/08/2000
2000,Sister Hazel,Change Your Mind,04:02,Rock,4,59,05/08/2000
2000,Destiny's Child,Jumpin' Jumpin',03:48,Rock,13,6,05/08/2000
2000,Lil' Kim,No Matter What They Say,04:12,Rap,4,60,05/08/2000
2000,SheDaisy,I Will.. But,03:40,Country,4,61,05/08/2000
2000,Goo Goo Dolls,Broadway,03:54,Rock,16,62,05/08/2000
2000,Savage Garden,Crash And Burn,04:41,Rock,18,63,05/08/2000
2000,"Price, Kelly",As We Lay,06:20,Rock,4,64,05/08/2000
2000,"Dixie Chicks, The",Cold Day In July,05:12,Country,7,65,05/08/2000
